,DEVICE_ID,OS,DEVICE,DEVICE_SCORE
2032639,F98627E2-AD3D-44AF-B55D-8C086474E301,iOS,"iPhone11,2",5
2032640,bf7e8cfb64bedd98,Android,SM-G973F,4
2032641,caba28aa448ead94,Android,SM-G9650,4
2032642,0F206BA1-215E-4114-895A-DD4A47C8AE53,iOS,iPhone X,5
2032643,2c22d3169991842d,Android,SM-G9650,4
2032644,FCBE4B89-FF15-4321-8D75-C50CE8248BA7,iOS,iPhone SE,4
2032645,d5490ea9c8c24e21,Android,HUAWEI VNS-L53,2
2032646,473211d70dab6a95,Android,SM-A505G,2
2032647,BE3FE741-2AF3-49D0-A227-8F35550CB810,iOS,"iPad7,5",2
2032648,7ab76bc252b3ae7d,Android,motorola one,1
2032649,2b9ed8efc26f266f,Android,BLADE A602,1
2032650,7b6de24f07a9fe77,Android,PH-1,2
2032651,9C1391C8-EB41-40BD-B832-DE107C6E3D60,iOS,"iPhone11,2",5
2032652,B8FDC0F4-2A7A-4276-8DAA-2F01EF4E033E,iOS,iPhone 6s,4
2032653,b5e56b068c552b71,Android,SM-G960U,3
2032654,1809c69c33dfacc1,Android,SM-N960U,5
2032655,d4df6222ea1b6de6,Android,SM-A530F,3
2032656,EC9C16B4-1394-4964-8764-29D653074089,iOS,iPhone X,5
2032657,9BA883CD-BB96-47CD-9FE9-88EB162E149F,iOS,iPhone 7 Plus,4
2032658,0D8544D6-6436-4092-B846-0C95504660E9,iOS,"iPhone11,8",5
2032659,C0685AF3-E066-4E36-A299-D1E872A95CDA,iOS,iPhone X,5
2032660,5D17B090-6524-46AC-B16D-41C5281687FF,iOS,iPhone 7,4
2032661,be45c79a459ce865,Android,G3223,3
2032662,13CA9003-8466-4A16-99BF-C7CBF12A17F6,iOS,iPhone 5,1
2032663,B6CDC058-76B8-4AF8-ADF1-B66438B47056,iOS,iPhone 6s,4
2032664,8A7A2F0A-A1B3-4060-AB59-D97CFC8277B8,iOS,iPhone 6s,4
2032665,8950F178-53D0-48D4-BF5B-B0794E6EB9A5,iOS,iPhone 5s,2
2032666,0cceabe43908e3e6,Android,moto g(6),2
2032667,66907F52-BD2E-4274-80DD-7DB25212B800,iOS,iPhone 8 Plus,5
2032668,fdc4b0aab9fc994a,Android,SM-N9600,5
2032669,456697aeae899e22,Android,moto g(7) power,2
2032670,BABDFDC3-BCE5-44CE-B0D1-1DFCCD5DB07D,iOS,"iPhone11,8",5
2032671,10aeb9dd321cb318,Android,Mi A2,1
2032672,ddfb76993567d0a2,Android,SM-J600G,2
2032673,4da389aabd0a4dea,Android,SM-G9600,3
2032674,34E42B96-84F2-4441-8F06-F09CA9BBFE81,iOS,iPhone SE,4
2032675,572c54da7707498e,Android,HUAWEI VNS-L23,2
2032676,2840699c85aa0bc2,Android,ANE-LX3,3
2032677,92d7040d6a4151b8,Android,Redmi Note 8,2
2032678,cc435286c34061ea,Android,SM-G532M,1
2032679,20fa85a00d9a9d42,Android,SM-J610G,3
2032680,678204150407567c,Android,VOG-L04,4
2032681,91101888-E565-40D2-A64C-D084A4B1D20B,iOS,iPhone 6,3
2032682,5D042B17-FD46-47F0-9411-BEE420B6A055,iOS,iPhone 7 Plus,4
2032683,4B9E640C-96D1-438E-961E-4A65CA3B1C1B,iOS,iPhone 8,5
2032684,c7d48162c1891310,Android,moto g(6) play,1
2032685,8E2B06E2-40F1-4F6D-9721-997B65BA7F67,iOS,iPhone 7,4
2032686,8aa7e25d5f8dd5f1,Android,SNE-LX3,3
2032687,d4d0f5d6614377d2,Android,VOG-L04,4
2032688,e764f707751a5619,Android,JKM-LX3,2
2032689,1d1818101dbc31f2,Android,moto g(7) plus,1
2032690,32F832D8-6A96-4642-9A1E-D0356357B23B,iOS,"iPhone11,8",5
2032691,85B47ABC-6A79-4DB4-8971-D20208FF3D9A,iOS,iPhone X,5
2032692,08cab84ab6ca3a02,Android,SM-A505G,2
2032693,2b2b277fc35a542b,Android,SM-G985F,-1
2032694,48c91fa37911caaf,Android,SM-J810M,3
2032695,253336bdcb7cae88,Android,SM-G975F,4
2032696,6a7beb1bd813ccf8,Android,LG-K500,1
2032697,3efc7e543fe11b10,Android,SM-G9650,4
2032698,DD67A324-54E1-45FB-B8D9-10E677FBAFB8,iOS,iPhone 6s,4
2032699,3fb70470bab8a952,Android,LDN-LX3,2
2032700,A616F64D-06FA-4FF4-AB11-7A0DC43F6B99,iOS,iPhone X,5
2032701,6116269C-7567-4A8E-8E91-C226F5262244,iOS,iPhone 6 Plus,3
2032702,25844956-6DA3-4D11-B662-0618783F9076,iOS,iPhone 8 Plus,5
2032703,ffb72d03cf73e824,Android,Redmi Note 9S,-1
2032704,0024808d14a6396e,Android,SM-A305G,1
2032705,406fbbbfe3687620,Android,Mi 9T,3
2032706,EFCA8003-A592-48BC-B413-251BDE42A444,iOS,iPhone 6s Plus,4
2032707,66C29C2B-D065-4B70-944D-EC4DD4D70A44,iOS,"iPhone11,6",5
2032708,5ca29665f282cf79,Android,LG-K200,1
2032709,4a4f41758a93cc06,Android,motorola one,1
2032710,B757A38C-9C3A-47F6-B5E1-BA480D3562CF,iOS,"iPhone11,8",5
2032711,04D4D81F-9F89-4334-886D-462003119895,iOS,iPhone SE,4
2032712,7128146F-1F1C-4DFB-BE98-E534576F3307,iOS,iPhone SE,4
2032713,A9666C4A-17AD-4238-8427-7CF99847F0F2,iOS,iPhone 8 Plus,5
2032714,508302C2-9E9D-4119-922F-A9181F3B124E,iOS,iPhone 7,4
2032715,1CA23D5D-3786-40C4-93E5-EDE604B12C9B,iOS,"iPhone12,3",5
2032716,581407bdff97ffde,Android,SM-G973F,4
2032717,6003ead7b81801e9,Android,YAL-L21,4
2032718,a2190d0368690108,Android,LG-X230,1
2032719,635b0219cd4270f7,Android,SM-G531H,1
2032720,e89549c9fe9ba575,Android,DRA-LX3,1
2032721,1f57ea1ddaf49d18,Android,SM-J600G,2
2032722,b580c0fdbcf8ca96,Android,SM-A920F,4
2032723,DDDB4265-4F70-4094-810C-E83DF281D9D6,iOS,iPhone 7,4
2032724,27e713bf0dfe9347,Android,Redmi Note 8,2
2032725,E36F03D1-A478-403E-9D78-1BEDC531C740,iOS,iPhone 7,4
2032726,0545E3F4-6E7C-47B3-9B0C-9A6C83B2044D,iOS,iPhone X,5
2032727,B8CD7740-E657-479F-B64B-4DC3ED663C8A,iOS,iPhone 5s,2
2032728,4F30E532-A197-4245-B05E-B901C242B77D,iOS,iPhone 7,4
2032729,053D64D0-A247-4E1A-B14D-BEF76912DF27,iOS,iPhone 7,4
2032730,D9BFAB37-65DF-47FF-85D7-F6C62B0140AB,iOS,"iPhone11,2",5
2032731,4BF3B3CD-F1D1-4A70-A0CF-CAB05F225EE2,iOS,iPhone 6,3
2032732,0cc6a375fc7bd3ca,Android,SM-A505G,2
2032733,80017d876be6df7f,Android,XT1635-02,2
2032734,7360287A-0A33-478D-A749-9ACBA60D872F,iOS,iPhone 7 Plus,4
2032735,fb92cf5ac386cab7,Android,LG-H500,1
2032736,5DA25DF0-4375-480D-AE76-63D4972AE320,iOS,iPhone 6,3
2032737,7D1DB30B-BB6E-4B6A-8741-3CD45E5E1F29,iOS,iPad 4,3
2032738,8c12cdd6fc2237d2,Android,SNE-LX3,3
2032739,A526F509-C9F9-49FB-941B-4842DB2232B5,iOS,iPad Air 2,3
2032740,a294c75f1db017a7,Android,FIG-LX3,2
2032741,3E21F333-0077-42EB-9F8A-7F303F259943,iOS,"iPad7,5",2
2032742,AB904658-94C2-4C6E-BEB0-ADF8BDACE6B9,iOS,"iPhone11,8",5
2032743,9CA93113-554F-4AF9-848F-B2E030EEC9A6,iOS,iPhone 8 Plus,5
2032744,1ff8d445e5aaa719,Android,SM-G985F,-1
2032745,5F063A59-ED38-4EC9-8C3D-C2906671A65F,iOS,iPhone 7,4
2032746,71ec1b99b0cc9e3c,Android,SM-G532M,1
2032747,92ae0ab5b474cb55,Android,SM-G935F,1
2032748,b0d8f538cebfb6b0,Android,moto g(8) power,2
2032749,608a0a8cf338b54c,Android,ANE-LX3,3
2032750,0542f4fd630ebe1f,Android,moto g(6),2
2032751,36a5aee9a38a1feb,Android,Moto X Play,2
2032752,1F8654C2-EB9B-4FD8-AB65-34B2F2A4D002,iOS,iPhone 7,4
2032753,BB6FF9F3-5DD3-4085-A7A6-0CBEDE479E84,iOS,iPhone 7,4
2032754,fb6703fa7e2af9a5,Android,SM-G950F,2
2032755,ab246ce5846f72be,Android,Pixel 3 XL,5
2032756,79c834dc05b28a28,Android,moto g(7) plus,1
2032757,d0c8d3ca1b2f1639,Android,Redmi 8A,-1
2032758,42c9f5f298393a98,Android,LG-H840,3
2032759,7cfa2dd1da745040,Android,SM-J400M,2
2032760,f270f119c6766d75,Android,SM-A530F,3
2032761,c6dc837cc9dd4352,Android,SM-G975F,4
2032762,5B81A49C-0D25-4C50-82DB-F662322B5FB8,iOS,iPhone 8 Plus,5
2032763,3a024e4eed9170b6,Android,XT1635-02,2
2032764,BB09C452-F14C-4BA8-8362-7F68D6CC013A,iOS,iPhone 6,3
2032765,6dcdac0038188996,Android,MotoG3,3
2032766,33D78A2C-F184-49D9-82FB-4F35DA75FEA9,iOS,"iPhone11,8",5
2032767,800818ed942ab682,Android,SM-G9650,4
2032768,030EED0A-1F8B-4096-8E4C-3741A31D365A,iOS,iPhone 7,4
2032769,d5269915846257ad,Android,SM-G973F,4
2032770,8639A358-AE32-4023-B969-8D2495AA9190,iOS,"iPhone12,1",5
2032771,6F6FFE8D-85DA-4CE2-9564-8F7404D4C325,iOS,iPhone 6 Plus,3
2032772,24d9165858b6180a,Android,Moto G (5) Plus,3
2032773,501a5105671d88d8,Android,SM-G9650,4
2032774,ab6fd6e308bb4663,Android,SM-G935F,1
2032775,4a1aefc25922f9d9,Android,YAL-L21,4
2032776,15478e05126df815,Android,PAR-LX9,4
2032777,8f2b5eaa591359ed,Android,Moto C,1
2032778,8d37538639297641,Android,SM-A750G,3
2032779,2F359C06-47FC-4230-AA16-58F7434DB639,iOS,iPhone 6s,4
2032780,175516C2-CC74-44C4-9A0D-5E55E6AB8E12,iOS,iPhone X,5
2032781,2499130f38ccd6fe,Android,PAR-LX9,4
2032782,533ec6973e437883,Android,Redmi Note 7,1
2032783,2c4f5b85c8cdc938,Android,SM-G973F,4
2032784,d9412206abaec737,Android,LG-K500,1
2032785,984E7A7E-82D6-4331-A562-8EF3D77A51E0,iOS,iPhone 8 Plus,5
2032786,70ccefbde8af5003,Android,MAR-LX3A,2
2032787,41E0BC2C-F93E-41B7-9E70-699FB9FEC2FE,iOS,iPhone 8,5
2032788,cc84c16e73b240e0,Android,EML-L09,4
2032789,DFDD1AC3-5BF5-4AB2-8E1D-81113CD2706B,iOS,"iPhone12,8",-1
2032790,99c93cc46d294b0e,Android,SM-N950F,3
2032791,f116ba4c8d6cd845,Android,SM-J701M,2
2032792,4c04c8974f56ba3e,Android,motorola one action,2
2032793,2421B50A-ACA6-40E8-A3D2-B204439E1678,iOS,iPhone 6s,4
2032794,B1CF2C13-C5FB-4F99-837F-050AA0BDF04B,iOS,iPhone X,5
2032795,F55D8787-0132-4DC4-A913-FB4AB0A18592,iOS,"iPhone11,2",5
2032796,1ecf8f2349c3ea77,Android,SM-J810M,3
2032797,35426fb31347886e,Android,SM-G985F,-1
2032798,562b9e4f5471bb45,Android,SM-G955F,3
2032799,715C1198-2D10-4543-B5BE-1954340DC27A,iOS,"iPhone11,8",5
2032800,d004d1f8db362a24,Android,SM-A505G,2
2032801,2099f6c056c0fc95,Android,SM-A107M,1
2032802,2d2b34bb8cd64ee9,Android,Moto G (5) Plus,3
2032803,ad9fff3ef71af6a1,Android,SAMSUNG-SM-G930A,1
2032804,1777DE03-8F43-4EDF-A891-E8CCF2E3C04C,iOS,iPhone 8 Plus,5
2032805,40a5837d50c1399c,Android,F8331,1
2032806,efc17d120f494e7d,Android,SLA-L03,2
2032807,625313E4-AED0-4A55-879F-9E7CF9778032,iOS,iPhone X,5
2032808,2650C894-A63E-41A3-AF2B-80991FB08671,iOS,iPhone X,5
2032809,23487ff30b0bb0dc,Android,moto g(7) play,1
2032810,88521067-C055-42F3-840C-9A5BCEBB5504,iOS,iPhone 7,4
2032811,2591d12373f85559,Android,SM-G532M,1
2032812,596a2a9cf9c9a132,Android,moto g(6) play,1
2032813,c90050ac31c14dbc,Android,YAL-L21,4
2032814,113e8bb833c81a35,Android,moto g(8) power lite,-1
2032815,0b05759a582781ee,Android,SM-A920F,4
2032816,e674f96a29217a2a,Android,LDN-LX3,2
2032817,e80350fc546eb916,Android,SM-J530GM,1
2032818,63634AA5-9A2D-454F-9DFF-93DB13D32448,iOS,iPhone 5s,2
2032819,56adf56257e939dd,Android,POT-LX3,3
2032820,9C374498-0F10-44EF-A0A7-B3F0BE423512,iOS,iPhone X,5
2032821,B3C15E00-E8B9-452F-84F0-024826CCA9D0,iOS,iPhone X,5
2032822,c6588e975ac166ec,Android,SM-G9600,3
2032823,f66293a192265393,Android,SM-N950U,3
2032824,c1148f010ce0fcc8,Android,moto g(6) plus,1
2032825,03E2394E-A67E-4622-91B7-4AA1DA65EFFD,iOS,iPhone X,5
2032826,db5d8b77fe2750b0,Android,SM-N950U,3
2032827,F2E6E8DA-ED64-43AD-A9D5-2749010DCBD6,iOS,"iPhone11,2",5
2032828,1c9c8c0a1b7cf08a,Android,G3313,1
2032829,4BBBA4D7-27D9-4880-A0FF-4B8D7FB76975,iOS,iPhone 8,5
2032830,80C1CA84-2C75-4BDD-85EA-B5BE6A191EFF,iOS,iPhone 6s,4
2032831,2fdfa255a1dbb167,Android,ANE-LX3,3
2032832,121F4C4F-E44C-4691-9AC4-8C77914A1DEF,iOS,iPhone 6 Plus,3
2032833,6249cca61bb4f362,Android,Redmi 5 Plus,2
2032834,c4e5bf2ae49dae26,Android,G3123,1
2032835,F3BB9A9C-6B79-4A95-AB02-17ACF77CC88D,iOS,iPhone 6,3
2032836,427341cabe28f69b,Android,SM-G973F,4
2032837,a839aad7b2193eaf,Android,SM-G610M,1
2032838,30CF8A9F-1DBE-4103-B99C-91A2CC636D73,iOS,"iPhone11,8",5
2032839,a1c0a09487f0e4ca,Android,AMN-LX3,1
2032840,FD8643E6-3091-4351-BD7F-9F689053A578,iOS,"iPhone11,8",5
2032841,d2d179625a14a772,Android,SM-J400M,2
2032842,3CB64520-B54E-4AD6-97E1-3493A9F3B05E,iOS,"iPhone11,8",5
2032843,ACD1D28A-4173-4873-A3C3-FB41A5ADF719,iOS,"iPhone12,5",5
2032844,ac456b8ce0a6925a,Android,SM-G975F,4
2032845,3a0cdd04157fc2f8,Android,SM-J810M,3
2032846,4CE155A1-928C-4559-90C9-AAACE228EE25,iOS,iPhone 7,4
2032847,fd9d98cb02cb9994,Android,SM-G935F,1
2032848,3ed32356a6cbf13d,Android,VOG-L29,4
2032849,a5396a1e2bf032cf,Android,Moto G Play,1
2032850,83BE6B87-401F-4E5A-979A-D6E5A7112152,iOS,iPhone 8 Plus,5
2032851,9D8D4C1D-1C6F-4699-A9E3-3B477DA64E47,iOS,"iPhone12,1",5
2032852,08165EE1-DD4E-4A10-A45C-7243CDC48734,iOS,iPhone 6s,4
2032853,e3e0053353655e3d,Android,motorola one action,2
2032854,a5ddb59187747c26,Android,Hisense Hi 1,3
2032855,5A1B6443-69FD-4A61-BB81-7607A32AB556,iOS,iPhone 7,4
2032856,C1A2F863-77EF-4383-B51D-767E9D4A1305,iOS,"iPhone12,1",5
2032857,506403d223255685,Android,JAT-LX3,2
2032858,5597aef5278b2288,Android,F3213,2
2032859,000ed972c94d4d54,Android,SM-A315G,-1
2032860,9e65811c28e65c27,Android,SM-G9650,4
2032861,FF2C1F50-3EFD-42AA-8D25-51188C953C93,iOS,iPhone 6s,4
2032862,684613D2-C3F6-4B16-A09F-F0D3C9A597E5,iOS,iPhone 6s,4
2032863,8adfd3b8f7ca37b3,Android,SM-N910C,3
2032864,420932595dc2ed6e,Android,AMN-LX3,1
2032865,e331b78080946cfa,Android,Redmi Note 8 Pro,-1
2032866,e5fe94de432b493d,Android,SM-A205G,1
2032867,C35E9791-433E-4FE5-84E1-DD0800A98E4A,iOS,iPhone 7,4
2032868,2fb135567dab2cb3,Android,ASUS_Z00AD,3
2032869,0c9113670ecd7e3c,Android,SM-G985F,-1
2032870,A4A0DAF8-6242-4B76-A62B-9FB1D5864F82,iOS,iPhone 6 Plus,3
2032871,ee8b41d76a7ebdf6,Android,SM-J701M,2
2032872,03cff27d7da6d8fc,Android,BLADE V9,2
2032873,62E3B4BC-E194-448F-B02E-8C9B575A2745,iOS,iPhone 7 Plus,4
2032874,3ac1bace6920ad7d,Android,RNE-L03,2
2032875,5427237bd9040d9b,Android,SM-N9600,5
2032876,59619d36e373f841,Android,VOG-L04,4
2032877,3e1df228ed36b1b5,Android,moto g(6) plus,1
2032878,8d1119b6882c9b63,Android,Moto G (5) Plus,3
2032879,26B651E8-F903-46C6-B290-22D08B30CABC,iOS,iPhone 6s,4
2032880,5b6ed03920dcf9ae,Android,SM-A520F,3
2032881,886658DF-FE87-4276-885A-9044B169613D,iOS,"iPhone11,6",5
2032882,32475604-91A7-45FB-8023-16E279D238C1,iOS,"iPhone11,8",5
2032883,034679D7-4B33-4D3F-8071-2D12E6AB7EC3,iOS,iPhone X,5
2032884,83F02913-84EA-45DC-B04D-0A2BA23329DF,iOS,"iPhone11,8",5
2032885,6A403DE1-B24B-4AE3-B893-630F85B586C4,iOS,iPhone 6,3
2032886,0f7070edb051c7df,Android,ELE-L04,4
2032887,8915312f9492b987,Android,SM-G950F,2
2032888,8c831231196015e1,Android,SM-A720F,3
2032889,3FED8295-09C7-4486-95ED-FC0A01FCBF14,iOS,iPhone 8 Plus,5
2032890,CEE53A8B-FF40-43EE-8F7B-71050A812984,iOS,iPhone 6s,4
2032891,d6b5eb9413c3959a,Android,Moto G (5) Plus,3
2032892,BA8995D9-6C93-42A3-A347-98004D843024,iOS,"iPhone11,8",5
2032893,2B45F8BC-2F0C-4221-835E-2A6C31D3DBD7,iOS,iPhone 8,5
2032894,D9391DFC-1BF0-4DAF-837C-15717A8D8757,iOS,"iPhone12,1",5
2032895,1d68c86f3fd75b15,Android,Moto G (5) Plus,3
2032896,8b25ee93a6664b85,Android,Redmi Note 7,1
2032897,54D4C56B-956A-4A23-BE02-C58DEAD23419,iOS,iPhone 7 Plus,4
2032898,4de3bdc501a9f848,Android,SM-A530F,3
2032899,56634afac96939b3,Android,HUAWEI VNS-L53,2
2032900,9256a285cbf486a7,Android,SM-G9650,4
2032901,c8e842a27a802fcb,Android,SM-G970F,4
2032902,9C4A0AFA-143F-495E-A2BD-121BF89BE289,iOS,iPhone SE,4
2032903,804350E3-1625-434A-BF7A-877BDA0B9E01,iOS,iPad 4,3
2032904,6cbed9f7511c5fc7,Android,Moto G (4),2
2032905,a9e9240e793ffc0b,Android,SM-J810F,3
2032906,a7f971946081882d,Android,SM-N950F,3
2032907,C50ABE19-B5E7-4AEC-B24F-464FD3094E2B,iOS,iPhone 8 Plus,5
2032908,27FAF8BD-9181-46BA-B0E1-16609E14B4CC,iOS,iPhone 8,5
2032909,2385b189ac3edb27,Android,IN2010,-1
2032910,1CDF7B45-3D09-4722-9DA4-A96291DE1450,iOS,iPhone 8,5
2032911,DE178DAB-4A3F-41F8-BE14-E2768B5A1EE2,iOS,iPhone 6s Plus,4
2032912,61922956166910ef,Android,MAR-LX3A,2
2032913,6B6D9181-F1D7-4EB4-96A9-62D470D5AA8B,iOS,iPhone 8 Plus,5
2032914,5e39a0ae2d28b8cb,Android,SM-G955F,3
2032915,9813333A-51BB-4B84-AB77-9B6EA4BFE2DC,iOS,iPhone 5,1
2032916,0febe1fb6e7b2d31,Android,Moto Z3 Play,3
2032917,51398CA7-F388-422D-9B35-5EB8EE83A0D9,iOS,iPhone 8,5
2032918,3B717019-C9BA-4CC7-A5CF-9FD54086BA36,iOS,iPhone 7 Plus,4
2032919,2D6DC646-10F7-4670-9716-2E13CF0723E0,iOS,iPhone 6,3
2032920,ce7b8a0056624c25,Android,SM-J810M,3
2032921,5eaf87d2a142f79f,Android,MAR-LX3A,2
2032922,78e5faf31d119f49,Android,JKM-LX3,2
2032923,9FE66749-CE7B-4379-8E76-E220F839999F,iOS,"iPhone11,6",5
2032924,c901e53d77f7388b,Android,ANE-LX3,3
2032925,DBD07781-253B-41E0-B21B-F2D53F5467B2,iOS,iPhone 7,4
2032926,7FB433BB-1A5C-4CC0-9061-D5DF117966EA,iOS,iPhone 6,3
2032927,eb74c8a3fa5afae1,Android,SM-A305G,1
2032928,e416de7693ed68fb,Android,SM-N960U1,5
2032929,6be88f6dfd101057,Android,SM-A307G,2
2032930,c50e87a0124ed941,Android,LG-X180g,1
2032931,A38BC240-C36B-48D0-851C-A25B55245194,iOS,iPhone 7 Plus,4
2032932,7e7b53239e6f31b6,Android,SM-G955F,3
2032933,36f70729a7fc105f,Android,ANE-LX3,3
2032934,11685712-8997-442C-942E-AEE0CB2E508E,iOS,iPhone X,5
2032935,07b4db5b350cb91c,Android,ELE-L04,4
2032936,042B2EEE-989A-4209-AACC-6597253D5B66,iOS,iPhone 8 Plus,5
2032937,74cea37588173422,Android,SM-J400M,2
2032938,C9076E67-F02F-44E0-8307-D54C521FC4F5,iOS,iPhone 8 Plus,5
2032939,E24A0410-2A48-4A17-8BA1-45ACC091AD39,iOS,iPhone X,5
2032940,332c152195dc00bd,Android,SM-A720F,3
2032941,B3837E23-4B29-4295-83D5-51FEAB12825D,iOS,"iPhone12,1",5
2032942,C2F76877-CCA2-43F6-963D-8423FD6B7584,iOS,iPhone 8,5
2032943,DBB2425E-636D-4F5C-8654-39369447CEC1,iOS,iPhone 6,3
2032944,2ea908953a0d18ea,Android,WAS-LX3,3
2032945,2fe7cd1a67c830bc,Android,SM-G973F,4
2032946,e4e361ff4d782b6c,Android,MI 8 Lite,2
2032947,ddefa86ddd16fa83,Android,moto e(6) plus,1
2032948,21eb7eb534f0fc2e,Android,L601,-1
2032949,673af75342ec8586,Android,E5506,2
2032950,1e3312f0dfdc7167,Android,DRA-LX3,1
2032951,c50e8d9d2b2c73a0,Android,G3223,3
2032952,f1f8a2d29fbfbc36,Android,moto e5 play,1
2032953,3438309A-E53A-4BE4-AA52-71BB6AAD2DBB,iOS,iPhone 6 Plus,3
2032954,dc55c90d92cf3610,Android,moto g(7) play,1
2032955,359054bd3f659810,Android,Moto G (4),2
2032956,0945ec6883b08166,Android,PAR-LX9,4
2032957,80dd5e6994abe591,Android,SM-G955U,3
2032958,52BD75CF-677E-4468-8F98-A5721FEB3CC0,iOS,iPhone 8,5
2032959,c1ceba4ba81f3f17,Android,SM-G970F,4
2032960,9F9D73F1-1333-4566-BAB2-1AD79B9E14ED,iOS,iPhone 8,5
2032961,47729586e76f8dd8,Android,MAR-LX3A,2
2032962,7b13d5def518db16,Android,BLADE V9,2
2032963,0ce3daef99054fba,Android,Mi 9T,3
2032964,A10FBDF5-C621-4B17-BF72-7950F1BB2192,iOS,iPhone 8 Plus,5
2032965,60db58d582975ec9,Android,SM-A705MN,3
2032966,b66f4de86b9d14a6,Android,SM-J810M,3
2032967,17DD2611-D682-48F2-AF44-D6474D3F4B7A,iOS,iPhone 8,5
2032968,E5887B3C-DBF7-4093-91CE-75C5D5387C2F,iOS,"iPhone11,8",5
2032969,488F3785-6E60-48A3-9541-C25AD4EC1443,iOS,iPhone 7,4
2032970,0711eac0d71c682a,Android,moto e6 play,1
2032971,1D970272-4CAE-4F53-A1D0-94A3EB6FD591,iOS,iPhone 8,5
2032972,D0A15F28-B407-4657-BE32-64A0FB75F977,iOS,iPhone 7,4
2032973,e1cd43bc37eea4b5,Android,moto g(6),2
2032974,e8adbe8ea0d75691,Android,MAR-LX3A,2
2032975,F2C73DF4-FCA0-4355-A102-9EC5775FB9F2,iOS,iPhone 7,4
2032976,f4df459faa9ce401,Android,STELLAR Z,1
2032977,70bd59cf006c16fc,Android,SM-G955F,3
2032978,262a358ac57a6835,Android,LM-Q710(FGN),3
2032979,7503114be007d185,Android,LDN-LX3,2
2032980,BB1EA3B6-B547-427E-9913-16A9356A3877,iOS,iPhone 8 Plus,5
2032981,cd3d6832b0e4eff1,Android,SM-G9600,3
2032982,ed819cdc8e87049a,Android,ANE-LX3,3
2032983,4d308528ca9bbbbb,Android,SM-G610M,1
2032984,DD64AE99-3D83-456F-946C-3DAFE7442AA7,iOS,iPhone 6,3
2032985,d47469e6bf20dbfe,Android,SM-G975F,4
2032986,83210FCB-EDEF-4CF2-A7B4-FF1385EAB38D,iOS,iPhone X,5
2032987,8744251959178a3b,Android,SM-G920I,1
2032988,CDB65459-9405-40C5-9FD7-AE129764A067,iOS,iPhone X,5
2032989,C98B7B5A-2869-4F3A-A7C7-71279EF42463,iOS,"iPhone11,8",5
2032990,54C84D8C-D3A4-413A-BE75-93694FFEF8E4,iOS,iPhone 7,4
2032991,DA18CF85-6C2B-49D4-A3BB-4342B56D8DD4,iOS,iPhone 6,3
2032992,8e8925ba7830de48,Android,JKM-LX3,2
2032993,afbf0cf9f0ba8390,Android,moto g(7) plus,1
2032994,a12f2bafdb844356,Android,moto g(7) plus,1
2032995,8735d9130f9cc0e8,Android,XT1635-02,2
2032996,EC6D0D82-C3D9-47B7-AFB9-0E06E98AF8E2,iOS,iPhone 6s,4
2032997,4131AA27-EFDE-40EA-A3F2-5A3D0F69795C,iOS,"iPhone11,8",5
2032998,A0BF05C4-5332-43EC-95AF-B62B756C3239,iOS,"iPad7,5",2
2032999,c808b5f66c370015,Android,SM-A107M,1
2033000,cd4c251392aa47bc,Android,SM-A305G,1
2033001,7F17904C-3F90-4ED3-B2F1-6BA1B268BEE7,iOS,"iPhone11,6",5
2033002,4578ec65212a0f08,Android,MAR-LX3Bm,2
2033003,6979d9675bf4c49b,Android,Moto Z2 Play,3
2033004,f8350a9381ef228f,Android,SM-G975F,4
2033005,e81bb1ab171eb048,Android,moto g(6) plus,1
2033006,643cb436343532ee,Android,ALE-L23,1
2033007,2CA82E84-8FB6-448A-8CCE-79F976E96E9B,iOS,iPhone 8 Plus,5
2033008,f5482167f69a0c9f,Android,SNE-LX3,3
2033009,788d57134390bc64,Android,SM-J600G,2
2033010,2bc8ce215052a2fd,Android,JKM-LX3,2
2033011,5F65C0AA-17DF-4DCE-ABD5-9AB556CA47C4,iOS,iPhone 8 Plus,5
2033012,511B0AD8-ECA4-44F3-ACCD-600AB623716A,iOS,iPhone X,5
2033013,388d5d6e846519d1,Android,ANE-LX3,3
2033014,6FD95951-D5DF-486E-9567-3489E3E6DB42,iOS,iPhone 8,5
2033015,e8939661d6167dec,Android,SM-G532M,1
2033016,75dd073a2c58d72e,Android,SM-G975F,4
2033017,784B58C2-78F4-4738-A628-61ECA35C9858,iOS,"iPhone11,8",5
2033018,94B8DDE6-EC61-4E8F-A2D9-82A272687655,iOS,iPhone 6s Plus,4
2033019,00b624b191a10393,Android,SM-A505G,2
2033020,3b497ec00c6b68ec,Android,moto g(7) power,2
2033021,4012d516505f2d54,Android,STK-LX3,2
2033022,a3952d99a3a74aaa,Android,FLA-LX3,3
2033023,5E52BE4D-A43F-46C6-A432-AB7C407DD572,iOS,iPhone 7,4
2033024,a22d12abc502df32,Android,VOG-L04,4
2033025,D07E6616-6720-4BFC-A1A7-9F0C1A2224A3,iOS,iPhone 7 Plus,4
2033026,03F91D9C-5B0C-44EA-9313-5871B59A931A,iOS,iPhone 7 Plus,4
2033027,4B346F24-E75C-4624-80D5-F236685E5645,iOS,"iPhone11,8",5
2033028,7ffb5c8684d88f41,Android,Moto G (5),2
2033029,7e4015ae81771c75,Android,Nokia 2,3
2033030,14354e5b44c0494e,Android,Moto G (4),2
