"FROM_LINK","TO_LINK","START_DATE","END_DATE","STATUS"
3183,3933,"01/01/2020","12/31/9999","A"
3120,4034,"01/01/2020","12/31/9999","A"
5850,6730,"01/01/2020","12/31/9999","A"
4273,2783,"01/01/2020","12/31/9999","A"
5731,5757,"01/01/2020","12/31/9999","A"
5756,3904,"01/01/2020","12/31/9999","A"
3910,3944,"01/01/2020","12/31/9999","A"
4679,4697,"01/01/2020","12/31/9999","A"
3918,4914,"01/01/2020","12/31/9999","A"
5068,4300,"01/01/2020","12/31/9999","A"
3922,5077,"01/01/2020","12/31/9999","A"
5850,5253,"01/01/2020","12/31/9999","A"
4275,4820,"01/01/2020","12/31/9999","A"
5754,3549,"01/01/2020","12/31/9999","A"
5057,4297,"01/01/2020","12/31/9999","A"
5731,5729,"01/01/2020","12/31/9999","A"
4287,3279,"01/01/2020","12/31/9999","A"
4661,4296,"01/01/2020","12/31/9999","A"
2768,2936,"01/01/2020","12/31/9999","A"
5443,3693,"01/01/2020","12/31/9999","A"
4660,3158,"01/01/2020","12/31/9999","A"
4674,4695,"01/01/2020","12/31/9999","A"
5427,3715,"01/01/2020","12/31/9999","A"
4280,5087,"01/01/2020","12/31/9999","A"
5559,2759,"01/01/2020","12/31/9999","A"
5732,4307,"01/01/2020","12/31/9999","A"
3617,3214,"01/01/2020","12/31/9999","A"
3214,5812,"01/01/2020","12/31/9999","A"
5812,5733,"01/01/2020","12/31/9999","A"
5733,4736,"01/01/2020","12/31/9999","A"
5829,5853,"01/01/2020","12/31/9999","A"
5853,3593,"01/01/2020","12/31/9999","A"
3593,5121,"01/01/2020","12/31/9999","A"
5761,5694,"01/01/2020","12/31/9999","A"
5694,5102,"01/01/2020","12/31/9999","A"
5758,4734,"01/01/2020","12/31/9999","A"
5694,4739,"01/01/2020","12/31/9999","A"
5758,3986,"01/01/2020","12/31/9999","A"
5758,2813,"01/01/2020","12/31/9999","A"
2835,5812,"01/01/2020","12/31/9999","A"
5830,5813,"01/01/2020","12/31/9999","A"
5813,5468,"01/01/2020","12/31/9999","A"
2833,3212,"01/01/2020","12/31/9999","A"
3212,5853,"01/01/2020","12/31/9999","A"
5853,2807,"01/01/2020","12/31/9999","A"
5812,5481,"01/01/2020","12/31/9999","A"
5731,3205,"01/01/2020","12/31/9999","A"
4756,5853,"01/01/2020","12/31/9999","A"
5853,3590,"01/01/2020","12/31/9999","A"
4756,5758,"01/01/2020","12/31/9999","A"
5758,4320,"01/01/2020","12/31/9999","A"
5758,4324,"01/01/2020","12/31/9999","A"
5853,3558,"01/01/2020","12/31/9999","A"
5694,5759,"01/01/2020","12/31/9999","A"
5759,5117,"01/01/2020","12/31/9999","A"
5694,4742,"01/01/2020","12/31/9999","A"
5853,3931,"01/01/2020","12/31/9999","A"
5830,5812,"01/01/2020","12/31/9999","A"
5812,3197,"01/01/2020","12/31/9999","A"
3197,4747,"01/01/2020","12/31/9999","A"
5761,3149,"01/01/2020","12/31/9999","A"
5758,4733,"01/01/2020","12/31/9999","A"
5830,3593,"01/01/2020","12/31/9999","A"
5729,5812,"01/01/2020","12/31/9999","A"
5812,3147,"01/01/2020","12/31/9999","A"
5693,3179,"01/01/2020","12/31/9999","A"
6793,3212,"01/01/2020","12/31/9999","A"
5853,5484,"01/01/2020","12/31/9999","A"
2835,3212,"01/01/2020","12/31/9999","A"
5853,5491,"01/01/2020","12/31/9999","A"
2835,5853,"01/01/2020","12/31/9999","A"
3337,5853,"01/01/2020","12/31/9999","A"
5853,2817,"01/01/2020","12/31/9999","A"
5853,2810,"01/01/2020","12/31/9999","A"
5782,5759,"01/01/2020","12/31/9999","A"
3220,5758,"01/01/2020","12/31/9999","A"
5694,4722,"01/01/2020","12/31/9999","A"
5694,3192,"01/01/2020","12/31/9999","A"
5743,5812,"01/01/2020","12/31/9999","A"
4736,4720,"01/01/2020","12/31/9999","A"
5854,5758,"01/01/2020","12/31/9999","A"
5758,5449,"01/01/2020","12/31/9999","A"
5694,4731,"01/01/2020","12/31/9999","A"
5694,3604,"01/01/2020","12/31/9999","A"
5731,3948,"01/01/2020","12/31/9999","A"
5694,3983,"01/01/2020","12/31/9999","A"
5694,2794,"01/01/2020","12/31/9999","A"
5694,3191,"01/01/2020","12/31/9999","A"
5829,5758,"01/01/2020","12/31/9999","A"
5758,5469,"01/01/2020","12/31/9999","A"
5731,3572,"01/01/2020","12/31/9999","A"
5732,5089,"01/01/2020","12/31/9999","A"
5694,3193,"01/01/2020","12/31/9999","A"
3327,5758,"01/01/2020","12/31/9999","A"
5732,3601,"01/01/2020","12/31/9999","A"
3601,5074,"01/01/2020","12/31/9999","A"
5829,5812,"01/01/2020","12/31/9999","A"
5758,3971,"01/01/2020","12/31/9999","A"
5694,3576,"01/01/2020","12/31/9999","A"
5694,5454,"01/01/2020","12/31/9999","A"
5853,3967,"01/01/2020","12/31/9999","A"
6793,3214,"01/01/2020","12/31/9999","A"
5761,5075,"01/01/2020","12/31/9999","A"
5830,5853,"01/01/2020","12/31/9999","A"
5853,6664,"01/01/2020","12/31/9999","A"
6664,4712,"01/01/2020","12/31/9999","A"
5853,3208,"01/01/2020","12/31/9999","A"
5853,3968,"01/01/2020","12/31/9999","A"
3968,5119,"01/01/2020","12/31/9999","A"
5732,5694,"01/01/2020","12/31/9999","A"
5694,5479,"01/01/2020","12/31/9999","A"
5761,4290,"01/01/2020","12/31/9999","A"
5762,5758,"01/01/2020","12/31/9999","A"
5782,5758,"01/01/2020","12/31/9999","A"
5758,3575,"01/01/2020","12/31/9999","A"
5694,5487,"01/01/2020","12/31/9999","A"
5694,3148,"01/01/2020","12/31/9999","A"
4346,5733,"01/01/2020","12/31/9999","A"
5072,5697,"01/01/2020","12/31/9999","A"
5782,5814,"01/01/2020","12/31/9999","A"
3541,5412,"01/01/2020","12/31/9999","A"
5781,4646,"01/01/2020","12/31/9999","A"
5036,4254,"01/01/2020","12/31/9999","A"
5743,4828,"01/01/2020","12/31/9999","A"
3106,3898,"01/01/2020","12/31/9999","A"
5739,4645,"01/01/2020","12/31/9999","A"
5857,6705,"01/01/2020","12/31/9999","A"
5742,5712,"01/01/2020","12/31/9999","A"
5781,4647,"01/01/2020","12/31/9999","A"
5794,5712,"01/01/2020","12/31/9999","A"
5739,4646,"01/01/2020","12/31/9999","A"
3537,2731,"01/01/2020","12/31/9999","A"
3725,5415,"01/01/2020","12/31/9999","A"
5688,4060,"01/01/2020","12/31/9999","A"
5704,6716,"01/01/2020","12/31/9999","A"
5794,4083,"01/01/2020","12/31/9999","A"
5857,5804,"01/01/2020","12/31/9999","A"
3725,3522,"01/01/2020","12/31/9999","A"
5707,6722,"01/01/2020","12/31/9999","A"
3725,5752,"01/01/2020","12/31/9999","A"
4414,4864,"01/01/2020","12/31/9999","A"
5039,3679,"01/01/2020","12/31/9999","A"
3725,6722,"01/01/2020","12/31/9999","A"
5743,3686,"01/01/2020","12/31/9999","A"
5781,4377,"01/01/2020","12/31/9999","A"
5743,5166,"01/01/2020","12/31/9999","A"
5209,4645,"01/01/2020","12/31/9999","A"
5704,6687,"01/01/2020","12/31/9999","A"
3032,6721,"01/01/2020","12/31/9999","A"
5781,4085,"01/01/2020","12/31/9999","A"
5743,5031,"01/01/2020","12/31/9999","A"
5781,3713,"01/01/2020","12/31/9999","A"
3294,4445,"01/01/2020","12/31/9999","A"
5857,6601,"01/01/2020","12/31/9999","A"
3725,2723,"01/01/2020","12/31/9999","A"
4940,6722,"01/01/2020","12/31/9999","A"
5740,5824,"01/01/2020","12/31/9999","A"
5721,3521,"01/01/2020","12/31/9999","A"
5704,6718,"01/01/2020","12/31/9999","A"
5209,3525,"01/01/2020","12/31/9999","A"
2915,4860,"01/01/2020","12/31/9999","A"
4394,4213,"01/01/2020","12/31/9999","A"
5721,3106,"01/01/2020","12/31/9999","A"
3885,5197,"01/01/2020","12/31/9999","A"
5707,5038,"01/01/2020","12/31/9999","A"
3582,2779,"01/01/2020","12/31/9999","A"
2779,5811,"01/01/2020","12/31/9999","A"
2751,5850,"01/01/2020","12/31/9999","A"
5850,5731,"01/01/2020","12/31/9999","A"
5731,4663,"01/01/2020","12/31/9999","A"
5755,5757,"01/01/2020","12/31/9999","A"
5757,4681,"01/01/2020","12/31/9999","A"
5729,5731,"01/01/2020","12/31/9999","A"
5731,4259,"01/01/2020","12/31/9999","A"
4716,5826,"01/01/2020","12/31/9999","A"
5826,3183,"01/01/2020","12/31/9999","A"
3582,5811,"01/01/2020","12/31/9999","A"
3582,5731,"01/01/2020","12/31/9999","A"
5731,3536,"01/01/2020","12/31/9999","A"
5811,5826,"01/01/2020","12/31/9999","A"
5826,3131,"01/01/2020","12/31/9999","A"
3542,5810,"01/01/2020","12/31/9999","A"
5850,5811,"01/01/2020","12/31/9999","A"
5811,4279,"01/01/2020","12/31/9999","A"
5850,4673,"01/01/2020","12/31/9999","A"
5811,2761,"01/01/2020","12/31/9999","A"
5731,5427,"01/01/2020","12/31/9999","A"
5809,5731,"01/01/2020","12/31/9999","A"
5731,4661,"01/01/2020","12/31/9999","A"
5731,3122,"01/01/2020","12/31/9999","A"
5835,5826,"01/01/2020","12/31/9999","A"
5826,4285,"01/01/2020","12/31/9999","A"
5851,2752,"01/01/2020","12/31/9999","A"
4264,5730,"01/01/2020","12/31/9999","A"
5730,5811,"01/01/2020","12/31/9999","A"
5048,4299,"01/01/2020","12/31/9999","A"
3960,5757,"01/01/2020","12/31/9999","A"
5757,4673,"01/01/2020","12/31/9999","A"
3582,4705,"01/01/2020","12/31/9999","A"
4705,5757,"01/01/2020","12/31/9999","A"
5757,5440,"01/01/2020","12/31/9999","A"
5755,5826,"01/01/2020","12/31/9999","A"
3582,5080,"01/01/2020","12/31/9999","A"
5810,5826,"01/01/2020","12/31/9999","A"
5826,4273,"01/01/2020","12/31/9999","A"
3960,5811,"01/01/2020","12/31/9999","A"
5811,3553,"01/01/2020","12/31/9999","A"
5811,4658,"01/01/2020","12/31/9999","A"
3560,5731,"01/01/2020","12/31/9999","A"
5731,3556,"01/01/2020","12/31/9999","A"
2802,5826,"01/01/2020","12/31/9999","A"
5826,3925,"01/01/2020","12/31/9999","A"
4705,5851,"01/01/2020","12/31/9999","A"
5755,5811,"01/01/2020","12/31/9999","A"
5811,5443,"01/01/2020","12/31/9999","A"
3581,5757,"01/01/2020","12/31/9999","A"
5757,3136,"01/01/2020","12/31/9999","A"
5809,5729,"01/01/2020","12/31/9999","A"
5856,5057,"01/01/2020","12/31/9999","A"
5731,4657,"01/01/2020","12/31/9999","A"
5730,5731,"01/01/2020","12/31/9999","A"
5731,2762,"01/01/2020","12/31/9999","A"
2762,4702,"01/01/2020","12/31/9999","A"
5731,4665,"01/01/2020","12/31/9999","A"
5811,5426,"01/01/2020","12/31/9999","A"
5811,3918,"01/01/2020","12/31/9999","A"
2802,5811,"01/01/2020","12/31/9999","A"
5811,4660,"01/01/2020","12/31/9999","A"
5757,3551,"01/01/2020","12/31/9999","A"
5826,4675,"01/01/2020","12/31/9999","A"
5811,6638,"01/01/2020","12/31/9999","A"
5731,2763,"01/01/2020","12/31/9999","A"
3961,3560,"01/01/2020","12/31/9999","A"
5474,5811,"01/01/2020","12/31/9999","A"
5811,4258,"01/01/2020","12/31/9999","A"
5811,3137,"01/01/2020","12/31/9999","A"
5826,4274,"01/01/2020","12/31/9999","A"
5811,5059,"01/01/2020","12/31/9999","A"
5729,5693,"01/01/2020","12/31/9999","A"
5826,3915,"01/01/2020","12/31/9999","A"
5811,3143,"01/01/2020","12/31/9999","A"
5811,2766,"01/01/2020","12/31/9999","A"
5826,2764,"01/01/2020","12/31/9999","A"
4669,5756,"01/01/2020","12/31/9999","A"
5811,5437,"01/01/2020","12/31/9999","A"
5826,4688,"01/01/2020","12/31/9999","A"
5810,5447,"01/01/2020","12/31/9999","A"
5810,5811,"01/01/2020","12/31/9999","A"
5811,4287,"01/01/2020","12/31/9999","A"
5474,5826,"01/01/2020","12/31/9999","A"
4448,5811,"01/01/2020","12/31/9999","A"
5811,5063,"01/01/2020","12/31/9999","A"
5757,5053,"01/01/2020","12/31/9999","A"
5826,3555,"01/01/2020","12/31/9999","A"
5811,3142,"01/01/2020","12/31/9999","A"
5731,4680,"01/01/2020","12/31/9999","A"
5753,5805,"01/01/2020","12/31/9999","A"
5805,5826,"01/01/2020","12/31/9999","A"
5826,4670,"01/01/2020","12/31/9999","A"
5811,3532,"01/01/2020","12/31/9999","A"
5757,3913,"01/01/2020","12/31/9999","A"
5756,5059,"01/01/2020","12/31/9999","A"
5826,5693,"01/01/2020","12/31/9999","A"
5693,4257,"01/01/2020","12/31/9999","A"
5757,2753,"01/01/2020","12/31/9999","A"
5731,2759,"01/01/2020","12/31/9999","A"
5826,3557,"01/01/2020","12/31/9999","A"
5851,3134,"01/01/2020","12/31/9999","A"
5851,3132,"01/01/2020","12/31/9999","A"
5757,2757,"01/01/2020","12/31/9999","A"
5097,5731,"01/01/2020","12/31/9999","A"
5851,5054,"01/01/2020","12/31/9999","A"
5811,4271,"01/01/2020","12/31/9999","A"
4271,5084,"01/01/2020","12/31/9999","A"
5756,4278,"01/01/2020","12/31/9999","A"
5826,5067,"01/01/2020","12/31/9999","A"
5756,3142,"01/01/2020","12/31/9999","A"
5811,5444,"01/01/2020","12/31/9999","A"
5811,4286,"01/01/2020","12/31/9999","A"
5474,5464,"01/01/2020","12/31/9999","A"
5826,2768,"01/01/2020","12/31/9999","A"
5731,3535,"01/01/2020","12/31/9999","A"
5850,5757,"01/01/2020","12/31/9999","A"
5811,5435,"01/01/2020","12/31/9999","A"
5809,5826,"01/01/2020","12/31/9999","A"
5851,4267,"01/01/2020","12/31/9999","A"
5805,5757,"01/01/2020","12/31/9999","A"
5826,4679,"01/01/2020","12/31/9999","A"
5805,5731,"01/01/2020","12/31/9999","A"
5731,5693,"01/01/2020","12/31/9999","A"
5811,3920,"01/01/2020","12/31/9999","A"
5825,5826,"01/01/2020","12/31/9999","A"
5826,4288,"01/01/2020","12/31/9999","A"
5811,5064,"01/01/2020","12/31/9999","A"
5756,2761,"01/01/2020","12/31/9999","A"
2761,3166,"01/01/2020","12/31/9999","A"
5755,5731,"01/01/2020","12/31/9999","A"
5731,2747,"01/01/2020","12/31/9999","A"
5851,3547,"01/01/2020","12/31/9999","A"
5731,3906,"01/01/2020","12/31/9999","A"
5811,3531,"01/01/2020","12/31/9999","A"
5731,3118,"01/01/2020","12/31/9999","A"
4716,5731,"01/01/2020","12/31/9999","A"
5731,3145,"01/01/2020","12/31/9999","A"
5731,4283,"01/01/2020","12/31/9999","A"
5810,4285,"01/01/2020","12/31/9999","A"
5757,3548,"01/01/2020","12/31/9999","A"
3548,3939,"01/01/2020","12/31/9999","A"
5811,3554,"01/01/2020","12/31/9999","A"
4716,5757,"01/01/2020","12/31/9999","A"
4657,5471,"01/01/2020","12/31/9999","A"
5731,3905,"01/01/2020","12/31/9999","A"
5826,4690,"01/01/2020","12/31/9999","A"
5097,5811,"01/01/2020","12/31/9999","A"
5811,3921,"01/01/2020","12/31/9999","A"
5851,4671,"01/01/2020","12/31/9999","A"
5757,3141,"01/01/2020","12/31/9999","A"
5811,3926,"01/01/2020","12/31/9999","A"
5826,3546,"01/01/2020","12/31/9999","A"
3546,3941,"01/01/2020","12/31/9999","A"
5805,5811,"01/01/2020","12/31/9999","A"
5826,3138,"01/01/2020","12/31/9999","A"
5757,4683,"01/01/2020","12/31/9999","A"
4683,3162,"01/01/2020","12/31/9999","A"
5825,5811,"01/01/2020","12/31/9999","A"
5851,3912,"01/01/2020","12/31/9999","A"
5439,4701,"01/01/2020","12/31/9999","A"
5811,3923,"01/01/2020","12/31/9999","A"
5826,3533,"01/01/2020","12/31/9999","A"
5851,4268,"01/01/2020","12/31/9999","A"
5810,5731,"01/01/2020","12/31/9999","A"
5850,5067,"01/01/2020","12/31/9999","A"
5757,4676,"01/01/2020","12/31/9999","A"
4448,5731,"01/01/2020","12/31/9999","A"
3557,2882,"01/01/2020","12/31/9999","A"
5544,5834,"01/01/2020","12/31/9999","A"
5834,5441,"01/01/2020","12/31/9999","A"
5731,4275,"01/01/2020","12/31/9999","A"
5693,3534,"01/01/2020","12/31/9999","A"
5730,5757,"01/01/2020","12/31/9999","A"
5756,3550,"01/01/2020","12/31/9999","A"
4448,5826,"01/01/2020","12/31/9999","A"
5826,5066,"01/01/2020","12/31/9999","A"
5811,2744,"01/01/2020","12/31/9999","A"
5811,4282,"01/01/2020","12/31/9999","A"
3921,3958,"01/01/2020","12/31/9999","A"
5811,3721,"01/01/2020","12/31/9999","A"
5693,2745,"01/01/2020","12/31/9999","A"
5850,5066,"01/01/2020","12/31/9999","A"
5811,4659,"01/01/2020","12/31/9999","A"
5756,3531,"01/01/2020","12/31/9999","A"
5757,4265,"01/01/2020","12/31/9999","A"
5754,5757,"01/01/2020","12/31/9999","A"
5765,5811,"01/01/2020","12/31/9999","A"
3582,5437,"01/01/2020","12/31/9999","A"
5757,5434,"01/01/2020","12/31/9999","A"
5434,5461,"01/01/2020","12/31/9999","A"
5757,3545,"01/01/2020","12/31/9999","A"
5693,3120,"01/01/2020","12/31/9999","A"
5850,3533,"01/01/2020","12/31/9999","A"
3913,3940,"01/01/2020","12/31/9999","A"
5756,3921,"01/01/2020","12/31/9999","A"
5756,2762,"01/01/2020","12/31/9999","A"
5756,3137,"01/01/2020","12/31/9999","A"
5810,3956,"01/01/2020","12/31/9999","A"
5811,3550,"01/01/2020","12/31/9999","A"
5756,4686,"01/01/2020","12/31/9999","A"
5731,2769,"01/01/2020","12/31/9999","A"
4684,5465,"01/01/2020","12/31/9999","A"
5811,3121,"01/01/2020","12/31/9999","A"
3926,3153,"01/01/2020","12/31/9999","A"
5850,2764,"01/01/2020","12/31/9999","A"
3920,2784,"01/01/2020","12/31/9999","A"
5757,4277,"01/01/2020","12/31/9999","A"
4842,5731,"01/01/2020","12/31/9999","A"
5754,4265,"01/01/2020","12/31/9999","A"
5757,5062,"01/01/2020","12/31/9999","A"
3960,5826,"01/01/2020","12/31/9999","A"
4265,4700,"01/01/2020","12/31/9999","A"
5811,6637,"01/01/2020","12/31/9999","A"
5729,2770,"01/01/2020","12/31/9999","A"
5754,5826,"01/01/2020","12/31/9999","A"
5825,5856,"01/01/2020","12/31/9999","A"
5856,3911,"01/01/2020","12/31/9999","A"
4716,5811,"01/01/2020","12/31/9999","A"
5826,3133,"01/01/2020","12/31/9999","A"
5850,3555,"01/01/2020","12/31/9999","A"
5825,5731,"01/01/2020","12/31/9999","A"
5811,3144,"01/01/2020","12/31/9999","A"
3905,3157,"01/01/2020","12/31/9999","A"
5810,4266,"01/01/2020","12/31/9999","A"
5826,2760,"01/01/2020","12/31/9999","A"
2760,5295,"01/01/2020","12/31/9999","A"
5826,2756,"01/01/2020","12/31/9999","A"
5826,5069,"01/01/2020","12/31/9999","A"
5756,3908,"01/01/2020","12/31/9999","A"
5755,3143,"01/01/2020","12/31/9999","A"
3143,4698,"01/01/2020","12/31/9999","A"
5811,2765,"01/01/2020","12/31/9999","A"
5731,5060,"01/01/2020","12/31/9999","A"
5811,5070,"01/01/2020","12/31/9999","A"
5810,4691,"01/01/2020","12/31/9999","A"
5756,4687,"01/01/2020","12/31/9999","A"
5826,3544,"01/01/2020","12/31/9999","A"
5826,5068,"01/01/2020","12/31/9999","A"
5810,5856,"01/01/2020","12/31/9999","A"
5826,5447,"01/01/2020","12/31/9999","A"
5825,5434,"01/01/2020","12/31/9999","A"
5850,5856,"01/01/2020","12/31/9999","A"
5544,4815,"01/01/2020","12/31/9999","A"
4815,5856,"01/01/2020","12/31/9999","A"
5731,2758,"01/01/2020","12/31/9999","A"
5805,5856,"01/01/2020","12/31/9999","A"
5850,3923,"01/01/2020","12/31/9999","A"
5731,3910,"01/01/2020","12/31/9999","A"
4277,4294,"01/01/2020","12/31/9999","A"
2755,3165,"01/01/2020","12/31/9999","A"
5811,5055,"01/01/2020","12/31/9999","A"
5474,5757,"01/01/2020","12/31/9999","A"
3582,2762,"01/01/2020","12/31/9999","A"
5809,2770,"01/01/2020","12/31/9999","A"
5756,3920,"01/01/2020","12/31/9999","A"
5755,5070,"01/01/2020","12/31/9999","A"
4842,5811,"01/01/2020","12/31/9999","A"
5474,2779,"01/01/2020","12/31/9999","A"
5731,4689,"01/01/2020","12/31/9999","A"
5757,3919,"01/01/2020","12/31/9999","A"
5448,5731,"01/01/2020","12/31/9999","A"
5731,3123,"01/01/2020","12/31/9999","A"
5729,5826,"01/01/2020","12/31/9999","A"
5757,5436,"01/01/2020","12/31/9999","A"
5757,5061,"01/01/2020","12/31/9999","A"
3960,5731,"01/01/2020","12/31/9999","A"
5811,4687,"01/01/2020","12/31/9999","A"
5755,5850,"01/01/2020","12/31/9999","A"
5757,4270,"01/01/2020","12/31/9999","A"
5757,4674,"01/01/2020","12/31/9999","A"
5756,5064,"01/01/2020","12/31/9999","A"
5756,5826,"01/01/2020","12/31/9999","A"
5825,5851,"01/01/2020","12/31/9999","A"
5810,3957,"01/01/2020","12/31/9999","A"
5810,4675,"01/01/2020","12/31/9999","A"
3551,3565,"01/01/2020","12/31/9999","A"
5756,4279,"01/01/2020","12/31/9999","A"
5435,3703,"01/01/2020","12/31/9999","A"
3137,3947,"01/01/2020","12/31/9999","A"
5810,5693,"01/01/2020","12/31/9999","A"
2746,4438,"01/01/2020","12/31/9999","A"
5757,4280,"01/01/2020","12/31/9999","A"
5810,2799,"01/01/2020","12/31/9999","A"
5731,5811,"01/01/2020","12/31/9999","A"
5756,2763,"01/01/2020","12/31/9999","A"
3552,3566,"01/01/2020","12/31/9999","A"
4257,4392,"01/01/2020","12/31/9999","A"
5729,4689,"01/01/2020","12/31/9999","A"
5731,3120,"01/01/2020","12/31/9999","A"
5850,4688,"01/01/2020","12/31/9999","A"
3142,3185,"01/01/2020","12/31/9999","A"
4716,5693,"01/01/2020","12/31/9999","A"
3135,4699,"01/01/2020","12/31/9999","A"
5850,5434,"01/01/2020","12/31/9999","A"
5856,5834,"01/01/2020","12/31/9999","A"
3553,2800,"01/01/2020","12/31/9999","A"
5805,4266,"01/01/2020","12/31/9999","A"
5058,3559,"01/01/2020","12/31/9999","A"
5052,3938,"01/01/2020","12/31/9999","A"
5756,5063,"01/01/2020","12/31/9999","A"
4686,3579,"01/01/2020","12/31/9999","A"
5810,5757,"01/01/2020","12/31/9999","A"
5731,4257,"01/01/2020","12/31/9999","A"
5693,3778,"01/01/2020","12/31/9999","A"
5810,3133,"01/01/2020","12/31/9999","A"
3582,5069,"01/01/2020","12/31/9999","A"
4269,5462,"01/01/2020","12/31/9999","A"
5809,5856,"01/01/2020","12/31/9999","A"
5850,4281,"01/01/2020","12/31/9999","A"
5825,4673,"01/01/2020","12/31/9999","A"
4282,5472,"01/01/2020","12/31/9999","A"
5756,5757,"01/01/2020","12/31/9999","A"
3144,5459,"01/01/2020","12/31/9999","A"
2754,5085,"01/01/2020","12/31/9999","A"
5070,4301,"01/01/2020","12/31/9999","A"
5474,5731,"01/01/2020","12/31/9999","A"
4842,5757,"01/01/2020","12/31/9999","A"
4285,3160,"01/01/2020","12/31/9999","A"
5440,3563,"01/01/2020","12/31/9999","A"
3531,2880,"01/01/2020","12/31/9999","A"
3923,5457,"01/01/2020","12/31/9999","A"
5754,5436,"01/01/2020","12/31/9999","A"
4287,3161,"01/01/2020","12/31/9999","A"
3122,4073,"01/01/2020","12/31/9999","A"
3543,4293,"01/01/2020","12/31/9999","A"
5803,4648,"01/01/2020","12/31/9999","A"
5719,6688,"01/01/2020","12/31/9999","A"
5781,6691,"01/01/2020","12/31/9999","A"
5712,4649,"01/01/2020","12/31/9999","A"
5742,6696,"01/01/2020","12/31/9999","A"
5688,5412,"01/01/2020","12/31/9999","A"
5742,6720,"01/01/2020","12/31/9999","A"
5843,5848,"01/01/2020","12/31/9999","A"
5848,3697,"01/01/2020","12/31/9999","A"
5739,3106,"01/01/2020","12/31/9999","A"
5708,3724,"01/01/2020","12/31/9999","A"
6716,4642,"01/01/2020","12/31/9999","A"
5721,5034,"01/01/2020","12/31/9999","A"
5848,4435,"01/01/2020","12/31/9999","A"
5026,3889,"01/01/2020","12/31/9999","A"
4574,3740,"01/01/2020","12/31/9999","A"
3300,4846,"01/01/2020","12/31/9999","A"
2728,2736,"01/01/2020","12/31/9999","A"
5848,3303,"01/01/2020","12/31/9999","A"
5688,6673,"01/01/2020","12/31/9999","A"
6673,3525,"01/01/2020","12/31/9999","A"
5719,6722,"01/01/2020","12/31/9999","A"
5857,4828,"01/01/2020","12/31/9999","A"
5739,5025,"01/01/2020","12/31/9999","A"
5739,5412,"01/01/2020","12/31/9999","A"
5848,6719,"01/01/2020","12/31/9999","A"
3125,5781,"01/01/2020","12/31/9999","A"
5857,4245,"01/01/2020","12/31/9999","A"
4245,3104,"01/01/2020","12/31/9999","A"
5848,6690,"01/01/2020","12/31/9999","A"
3053,5780,"01/01/2020","12/31/9999","A"
4423,5848,"01/01/2020","12/31/9999","A"
5781,4436,"01/01/2020","12/31/9999","A"
5411,3889,"01/01/2020","12/31/9999","A"
5428,6696,"01/01/2020","12/31/9999","A"
2748,5752,"01/01/2020","12/31/9999","A"
5742,5582,"01/01/2020","12/31/9999","A"
5743,3688,"01/01/2020","12/31/9999","A"
5781,3686,"01/01/2020","12/31/9999","A"
5857,6702,"01/01/2020","12/31/9999","A"
5781,5038,"01/01/2020","12/31/9999","A"
3518,3112,"01/01/2020","12/31/9999","A"
5209,6693,"01/01/2020","12/31/9999","A"
5857,6708,"01/01/2020","12/31/9999","A"
3725,5824,"01/01/2020","12/31/9999","A"
5557,4862,"01/01/2020","12/31/9999","A"
5848,2724,"01/01/2020","12/31/9999","A"
4060,4081,"01/01/2020","12/31/9999","A"
5739,3686,"01/01/2020","12/31/9999","A"
5688,5780,"01/01/2020","12/31/9999","A"
5719,6686,"01/01/2020","12/31/9999","A"
3688,2920,"01/01/2020","12/31/9999","A"
5857,5582,"01/01/2020","12/31/9999","A"
5857,5224,"01/01/2020","12/31/9999","A"
5721,2723,"01/01/2020","12/31/9999","A"
5743,5557,"01/01/2020","12/31/9999","A"
3891,3108,"01/01/2020","12/31/9999","A"
5743,5752,"01/01/2020","12/31/9999","A"
5848,2916,"01/01/2020","12/31/9999","A"
2733,4253,"01/01/2020","12/31/9999","A"
5038,4863,"01/01/2020","12/31/9999","A"
3581,5856,"01/01/2020","12/31/9999","A"
5856,3885,"01/01/2020","12/31/9999","A"
4637,5043,"01/01/2020","12/31/9999","A"
5416,4652,"01/01/2020","12/31/9999","A"
5209,6695,"01/01/2020","12/31/9999","A"
5721,5412,"01/01/2020","12/31/9999","A"
5412,3111,"01/01/2020","12/31/9999","A"
5781,3291,"01/01/2020","12/31/9999","A"
5857,6686,"01/01/2020","12/31/9999","A"
5742,6708,"01/01/2020","12/31/9999","A"
5739,5034,"01/01/2020","12/31/9999","A"
5740,5803,"01/01/2020","12/31/9999","A"
3040,5415,"01/01/2020","12/31/9999","A"
5415,3900,"01/01/2020","12/31/9999","A"
3537,5034,"01/01/2020","12/31/9999","A"
5034,4651,"01/01/2020","12/31/9999","A"
5781,6716,"01/01/2020","12/31/9999","A"
5029,5536,"01/01/2020","12/31/9999","A"
6474,4940,"01/01/2020","12/31/9999","A"
5848,3302,"01/01/2020","12/31/9999","A"
5688,4828,"01/01/2020","12/31/9999","A"
5719,6708,"01/01/2020","12/31/9999","A"
5781,4645,"01/01/2020","12/31/9999","A"
5688,5712,"01/01/2020","12/31/9999","A"
5688,5557,"01/01/2020","12/31/9999","A"
5719,6720,"01/01/2020","12/31/9999","A"
6720,4412,"01/01/2020","12/31/9999","A"
5218,4426,"01/01/2020","12/31/9999","A"
